0.423362,0.282004,0.433531,0.293674,0.381342,0.317650,0.378717,0.288381,0.392770,0.256234,0.428936,0.244398,0.427578,0.254570,0.442938,0.268192,0.375176,0.438326,0.380492,0.485479,0.338386,0.334821,0.324993,0.316740,0.317508,0.293228,0.321193,0.263529,0.347225,0.235658,0.364387,0.233499,0.391057,0.251965,0.406534,0.267172,0.418068,0.285516,0.419299,0.310360,0.411560,0.339189,0.396152,0.364561,0.372367,0.380407,0.341437,0.392532,0.328932,0.403585,0.301710,0.401841,0.298705,0.414811,0.301193,0.426641,0.325714,0.467652,0.347046,0.491532,0.375764,0.494787,0.413155,0.489576,0.432641,0.466033,0.450091,0.433228,0.456001,0.392714,0.458272,0.377339,0.462757,0.359298


































0.452606,0.527830,0.472332,0.523229,0.484284,0.516516,0.506323,0.517232,0.515771,0.530606




